Title,Date,Rating,Review
Perfect for lunch specials,2024-07-17,4,"Their lunch deal is unbeatable - $10 for a 10-inch pizza and small salad. The pizza comes out quickly, is always fresh, and the perfect size for one person. Great place for a work lunch."
Skimpy on toppings,2024-04-13,3,"The quality of ingredients is good, but they're incredibly stingy with toppings. Counted just 10 pepperoni slices on a 14-inch pizza. For the price they charge, this feels like a rip-off."
No-cheese option was all sauce,2024-05-03,2,"Ordered a cheese-free pizza for my dairy-allergic friend, but they made no adjustments - just removed the cheese and left a soggy sauce-covered bread. Good pizza without cheese requires rebalancing other elements."
Perfect NY-style slices,2023-09-13,5,"As a transplant from NYC, I've been searching for authentic NY-style pizza. This place nails it - thin, foldable slices with the right amount of chew and grease. Their plain cheese slice is perfection."
Perfect for lunch specials,2023-11-01,4,"Their lunch deal is unbeatable - $10 for a 10-inch pizza and small salad. The pizza comes out quickly, is always fresh, and the perfect size for one person. Great place for a work lunch."
Excellent attention to cooking time,2024-05-31,5,They nail the cooking time perfectly - pulling the pizza from the oven at exactly the right moment when the cheese is fully melted and bubbling but not yet browned. Shows expertise and attention to detail.
Incredible vodka sauce base,2025-06-09,5,"Their vodka sauce pizza with fresh mozzarella and basil is something special. The creamy, slightly spicy sauce is a perfect alternative to traditional tomato sauce. Add prosciutto for an extra flavor dimension!"
Burned bottom raw top,2023-12-06,1,The bottom of the crust was completely black while the cheese on top wasn't fully melted. This temperature imbalance suggests serious issues with their oven management and pizza-making technique.
Crispy yet chewy perfection,2023-05-15,5,"How they achieve a crust that's simultaneously crispy on the outside and chewy inside is beyond me, but it's perfect. The contrast in textures makes every bite interesting, and it holds up well to the toppings."
Perfect temperature every time,2024-11-13,5,"However they do it, their pizza always arrives at the perfect temperature - hot enough that the cheese is still stretchy but not so hot that it burns your mouth. Consistently excellent, even on busy nights."
Brilliant buffalo chicken pizza,2025-04-10,5,"Their buffalo chicken pizza balances spicy and creamy perfectly - the chicken is actually high-quality and juicy (not the dry cubes many places use), and the blue cheese is distributed perfectly for balanced bites."
Painfully obvious cheap ingredients,2024-11-01,2,"The pre-shredded cheese didn't melt properly, the sauce tasted like it came from a can, and the sausage had that distinctive processed flavor. At these prices, cutting corners on ingredients is inexcusable."
Perfectly crispy crust,2023-08-30,5,"However they achieve it, their crust has the perfect crispness all the way through - no soggy middle! Even the slices with lots of toppings maintain their structural integrity. Engineering marvel of pizza."
Brilliant buffalo chicken pizza,2024-07-04,5,"Their buffalo chicken pizza balances spicy and creamy perfectly - the chicken is actually high-quality and juicy (not the dry cubes many places use), and the blue cheese is distributed perfectly for balanced bites."
Too thin to be satisfying,2024-04-03,3,"Their ultra-thin crust might appeal to some, but it was too insubstantial to be satisfying. Felt like I was eating toppings on a cracker rather than a proper pizza. Left still feeling hungry."
Painfully obvious cheap ingredients,2024-11-17,2,"The pre-shredded cheese didn't melt properly, the sauce tasted like it came from a can, and the sausage had that distinctive processed flavor. At these prices, cutting corners on ingredients is inexcusable."
Masterclass in proper baking,2024-02-21,5,"Watching the pizzaiolo work the oven is like watching an artist - constantly rotating pizzas, adjusting their position based on hot spots, and pulling each one at precisely the right moment. This attention to the baking process makes all the difference."
Incredible vodka sauce base,2023-10-04,5,"Their vodka sauce pizza with fresh mozzarella and basil is something special. The creamy, slightly spicy sauce is a perfect alternative to traditional tomato sauce. Add prosciutto for an extra flavor dimension!"
Excellent wine pairings,2023-04-15,5,"Their curated wine list is designed specifically to pair with their pizzas, and the staff is knowledgeable about suggesting the perfect match. The house red with their sausage pizza is a transcendent combination."
Bland sauce needs work,2024-08-28,3,"The crust had a nice texture and the toppings were fine, but the sauce lacked any personality - no hint of herbs, garlic, or even salt. Since sauce is the foundation of a good pizza, this was disappointing."
Too much cornmeal,2023-04-21,3,"They use cornmeal on the bottom of the crust to prevent sticking, which is standard, but they use so much that it's like eating pizza on a sandpaper surface. Gritty texture overwhelms the experience."
All style no substance,2025-01-26,3,"The restaurant looks trendy and their branding is cool, but the pizza itself is just average. Seems like they invested more in Instagram-worthy décor than in developing a distinctive, delicious product."
Perfect for large parties,2024-01-20,5,"Their party package is fantastic - multiple 18-inch pizzas with varied toppings, plenty of sides, and they were accommodating with our group of 20. Everything arrived hot and on time, and they included all the necessary paper goods."
Unmelted cheese in the center,2024-11-08,2,"The edges were fine but the center had cold, unmelted cheese - a sign the oven wasn't hot enough or the pizza wasn't cooked long enough. Basic pizza fundamentals seem to be lacking."
Best Hawaiian in the city,2023-06-22,5,"I know Hawaiian pizza is controversial, but if you're a fan, you must try theirs. They use fresh pineapple (not canned) and house-cured ham that's sliced thick. The sweet and salty balance is perfect."
Creative seasonal specials,2023-07-22,5,"Just had their spring special with asparagus, lemon ricotta, and prosciutto. The combination was bright, fresh, and perfect for the season. Love that they use local, seasonal ingredients."
Perfect niche for Roman-style pizza,2023-04-12,5,"Their Roman-style pizza al taglio (rectangular, with a focaccia-like base) is a welcome alternative to the usual round pies. The airy, light crust holds up wonderfully to the creative topping combinations. A distinctive option in a crowded pizza market."
Too salty,2025-06-30,2,"Everything I tried was oversalted - the crust, the sauce, and especially the cheese. It was like they were trying to ensure you'd order more drinks. Couldn't finish my pizza and was thirsty all night."
Outstanding breakfast pizza,2024-12-06,5,"Their brunch pizza with bacon, eggs, and hollandaise sauce is incredible. The eggs are perfectly cooked with runny yolks that create a rich sauce when broken. Worth waking up early for weekend brunch!"
Perfect crunch factor,2024-10-26,5,"The bottom of their crust has the perfect level of crunch - you hear it when you bite in, but it's not so hard that it hurts your mouth. Technical pizza perfection that's clearly the result of careful testing."
Spicy special was too much,2024-06-20,2,Their 'Firebreather' pizza should come with a warning label. It wasn't enjoyably spicy - it was painfully hot to the point where I couldn't taste anything else. Had to throw most of it away.
Too thin to be satisfying,2023-10-26,3,"Their ultra-thin crust might appeal to some, but it was too insubstantial to be satisfying. Felt like I was eating toppings on a cracker rather than a proper pizza. Left still feeling hungry."
Rude staff ruined the meal,2025-02-02,2,"The pizza itself was decent, but the counter staff was incredibly rude - sighing when I asked questions about ingredients, rushing my order, and actually rolling their eyes when I requested extra napkins."
Exceptional sauce-making technique,2024-03-27,5,"You can tell their sauce is made with properly hand-crushed tomatoes - it has that perfect texture with small chunks rather than being completely smooth. The bright flavor suggests minimal cooking, allowing the tomato quality to shine."
Best Hawaiian in the city,2024-07-19,5,"I know Hawaiian pizza is controversial, but if you're a fan, you must try theirs. They use fresh pineapple (not canned) and house-cured ham that's sliced thick. The sweet and salty balance is perfect."
Perfect for watching sports,2024-05-31,4,"Great setup with TVs visible from every table, excellent pitcher specials during games, and their 'Game Day' pizza loaded with multiple meats and jalapeños is the perfect sports-watching food. Atmosphere gets lively but not obnoxious."
False advertising on ingredients,2023-06-06,1,"Menu promised 'house-made Italian sausage' but what came on my pizza was clearly pre-formed, uniform pellets of commercial sausage. When questioned, staff admitted they don't make any ingredients in-house despite menu claims."
Perfectly crispy crust,2023-01-29,5,"However they achieve it, their crust has the perfect crispness all the way through - no soggy middle! Even the slices with lots of toppings maintain their structural integrity. Engineering marvel of pizza."
Tiny portion sizes,2023-11-23,2,"Their 'personal' pizza is the size of a CD. For $15, I expected something that would actually satisfy my hunger. Had to order a second one, turning a quick lunch into an expensive disappointment."
Perfect crunch factor,2023-08-20,5,"The bottom of their crust has the perfect level of crunch - you hear it when you bite in, but it's not so hard that it hurts your mouth. Technical pizza perfection that's clearly the result of careful testing."
Brilliant seasonal rotation,2023-10-30,5,"Love that they have a rotating seasonal pizza that showcases what's fresh. The current spring offering with asparagus, green garlic, and fresh peas is bright and delicious - a perfect reflection of the season."
Family night favorite,2025-04-24,5,"We bring our kids here every Friday night. The staff always make them feel special, providing dough for them to play with while we wait. Their kid-sized pizzas are perfect, and the parents love the craft beer selection."
Masterclass in proper baking,2024-04-16,5,"Watching the pizzaiolo work the oven is like watching an artist - constantly rotating pizzas, adjusting their position based on hot spots, and pulling each one at precisely the right moment. This attention to the baking process makes all the difference."
Cheese solidified too quickly,2025-04-16,2,"The cheese hardened into a solid mass before we were even halfway through the pizza. By the end, it was like eating a cheese cracker on bread. Suggests poor quality cheese or improper handling."
Excellent for takeout,2023-05-20,4,"Their pizza travels remarkably well. Even after a 20-minute drive home, the crust was still crispy and everything was at the perfect temperature. They have their packaging technique down to a science."
Perfect for big groups,2025-05-20,5,"We had a party of 12 and they accommodated us perfectly. Their 20-inch shareable pizzas are great for groups, and they were happy to do half-and-half toppings to please everyone. Service was impressively coordinated."
Authentic coal-fired perfection,2023-05-17,5,Their coal-fired oven gives the pizza a distinctive char and smoky flavor that's impossible to replicate any other way. The slight bitterness of the charred spots perfectly balances the sweetness of the sauce.
Burned mouth on first bite,2024-03-13,2,"They served the pizza dangerously hot - barely out of the oven with no time to cool. Severely burned the roof of my mouth on the first bite, which ruined the rest of the meal and my next few days."
Too much sauce,2024-04-16,3,"The ingredients seemed high quality, but they absolutely drown their pizzas in sauce. My crust was soggy in minutes, and all I could taste was tomato. Asked for light sauce on a second pizza and it was much better."
Tasteless cheese substitute,2024-05-10,2,"Their vegan cheese option was terrible - had no meltability, a grainy texture, and tasted strongly of coconut which clashed with the tomato sauce. If you can't do vegan cheese well, better to offer cheese-free options that are properly balanced."
False advertising on ingredients,2024-07-30,1,"Menu promised 'house-made Italian sausage' but what came on my pizza was clearly pre-formed, uniform pellets of commercial sausage. When questioned, staff admitted they don't make any ingredients in-house despite menu claims."
Perfect balance of flavors,2023-12-23,5,"Their 'Mediterranean' pizza has the perfect balance of flavors - the briny olives, tangy feta, fresh tomatoes, and herb-infused olive oil all complement each other without any one element overwhelming the others."
Tiny portion sizes,2023-05-20,2,"Their 'personal' pizza is the size of a CD. For $15, I expected something that would actually satisfy my hunger. Had to order a second one, turning a quick lunch into an expensive disappointment."
Perfect for picky eaters,2024-09-07,4,Their 'build your own quarter' option is genius - a large pizza divided into quadrants with different toppings. Perfect for our family where everyone wants something different. No more ordering multiple pizzas!
Perfect for large parties,2025-06-20,5,"Their party package is fantastic - multiple 18-inch pizzas with varied toppings, plenty of sides, and they were accommodating with our group of 20. Everything arrived hot and on time, and they included all the necessary paper goods."
Brilliant buffalo chicken pizza,2024-05-14,5,"Their buffalo chicken pizza balances spicy and creamy perfectly - the chicken is actually high-quality and juicy (not the dry cubes many places use), and the blue cheese is distributed perfectly for balanced bites."
Masterclass in proper baking,2024-03-25,5,"Watching the pizzaiolo work the oven is like watching an artist - constantly rotating pizzas, adjusting their position based on hot spots, and pulling each one at precisely the right moment. This attention to the baking process makes all the difference."
Brilliant use of fermented dough,2023-04-18,5,Their 72-hour fermented dough has incredible depth of flavor with subtle sourdough notes. The extended fermentation creates a complex web of flavors and perfect texture that you simply can't achieve with quick-rise methods.
Late night savior,2023-06-22,4,"Open until 2am on weekends, this place has saved me many times after a night out. Their slices are huge, reheated perfectly crisp, and they have creative toppings that hit the spot when you're hungry late at night."
Great gluten-free option,2024-07-28,4,"As someone with celiac disease, finding good gluten-free pizza is a challenge. Their cauliflower crust was one of the best I've had - doesn't fall apart and has a nice flavor. Toppings were generous too."
Cheese solidified too quickly,2024-03-22,2,"The cheese hardened into a solid mass before we were even halfway through the pizza. By the end, it was like eating a cheese cracker on bread. Suggests poor quality cheese or improper handling."
Perfect thin crust,2023-03-08,5,"If you're a thin crust fan, this is your place. Cracker-thin, crispy all the way through, yet somehow still has a nice chew. Their simple cheese pizza showcases their excellent sauce - slightly sweet with a nice herb blend."
Excellent for takeout,2025-03-02,4,"Their pizza travels remarkably well. Even after a 20-minute drive home, the crust was still crispy and everything was at the perfect temperature. They have their packaging technique down to a science."
Exceptional sauce-making technique,2023-07-19,5,"You can tell their sauce is made with properly hand-crushed tomatoes - it has that perfect texture with small chunks rather than being completely smooth. The bright flavor suggests minimal cooking, allowing the tomato quality to shine."
Perfect crunch factor,2024-12-05,5,"The bottom of their crust has the perfect level of crunch - you hear it when you bite in, but it's not so hard that it hurts your mouth. Technical pizza perfection that's clearly the result of careful testing."
Innovative flavor combinations,2024-12-19,5,"Their 'Avant Garde' menu section features combinations I would never have thought of but somehow work perfectly. The pear, gorgonzola, walnut, and honey pizza was a revelation of sweet, salty, and savory harmony."
Cold center burnt edges,2023-10-10,2,The pizza looked beautiful but had serious temperature issues - edges were burnt while the center was barely warm with undermelted cheese. Clear sign of an oven that's not properly calibrated or monitored.
Magnificent flavor layering,2023-11-09,5,"The thoughtful layering of ingredients creates a perfect progression of flavors - the spicy soppressata reveals the sweetness of the roasted red peppers, which contrasts with the brininess of the olives. Every bite is a journey."
Excellent wine pairings,2023-04-01,5,"Their curated wine list is designed specifically to pair with their pizzas, and the staff is knowledgeable about suggesting the perfect match. The house red with their sausage pizza is a transcendent combination."
Phenomenal crust,2024-01-02,5,"Whatever they do to their dough is magical - it's got that perfect combination of crispy and chewy with a slight sourdough tang. I could eat their plain crust by itself, it's that good."
Absurdly small slices,2024-05-15,2,"Their 8-slice large pizza had slices so small they were almost comical - two bites and they're gone. For the price charged, the portion size is simply unacceptable. Felt like a ripoff."
Too much garlic,2024-06-27,3,"I love garlic but this was excessive - felt like they mistook cloves for teaspoons in the recipe. My breath was lethal afterward, and the powerful flavor overwhelmed the other ingredients."
Innovative toppings,2023-12-15,5,"Their 'Experimental' menu section is amazing. Just tried one with maple-glazed brussels sprouts, pancetta, and smoked gouda - sounds weird but it was incredible. They're not afraid to take risks."
Cheese solidified too quickly,2025-05-07,2,"The cheese hardened into a solid mass before we were even halfway through the pizza. By the end, it was like eating a cheese cracker on bread. Suggests poor quality cheese or improper handling."
Too noisy for conversation,2024-05-31,3,The pizza was good - I especially liked their sausage and mushroom combination - but the restaurant is like an echo chamber. Couldn't hear my date across the table. Better as a takeout option.
Perfect niche for Roman-style pizza,2024-05-10,5,"Their Roman-style pizza al taglio (rectangular, with a focaccia-like base) is a welcome alternative to the usual round pies. The airy, light crust holds up wonderfully to the creative topping combinations. A distinctive option in a crowded pizza market."
Innovative toppings,2023-12-11,5,"Their 'Experimental' menu section is amazing. Just tried one with maple-glazed brussels sprouts, pancetta, and smoked gouda - sounds weird but it was incredible. They're not afraid to take risks."
Inconsistent quality,2023-02-27,3,I've been here three times. First visit: amazing. Second: terrible. Third: just okay. Seems like it really depends on who's working that day. Wish they could maintain better quality control.
Too expensive for pizza,2024-11-22,3,"The pizza is good, I'll give them that. But $30 for a basic large cheese pizza is highway robbery. Add toppings and you're looking at $40-50. The quality doesn't justify these premium prices."
Not worth the wait,2023-06-12,3,"90-minute wait on a Thursday night with no option to call ahead. The pizza was good when we finally got it, but nothing special enough to justify such a long wait. Many comparable options with better systems."
Perfect sauce-to-cheese ratio,2023-10-17,5,They've perfected the ratio of sauce to cheese - enough sauce to be flavorful and moist but not so much that it makes the crust soggy. The cheese covers evenly but isn't overwhelming. Technical perfection!
Excellent customer service,2025-03-13,5,"Made a mistake on my online order and called the restaurant in a panic. They were so accommodating - halted production on the wrong pizza, made the correction, and even threw in free garlic knots for the trouble."
Cheese solidified too quickly,2024-02-20,2,"The cheese hardened into a solid mass before we were even halfway through the pizza. By the end, it was like eating a cheese cracker on bread. Suggests poor quality cheese or improper handling."
Excellence in simplicity,2023-12-23,5,"Their classic Margherita showcases their commitment to quality - the balance of sweet-acidic tomato sauce, creamy fresh mozzarella, fragrant basil, and that perfectly chewy-crisp crust. Proof that simple can be sublime."
Burned mouth on first bite,2024-12-08,2,"They served the pizza dangerously hot - barely out of the oven with no time to cool. Severely burned the roof of my mouth on the first bite, which ruined the rest of the meal and my next few days."
Way too much crust,2023-04-17,2,The edge crust (cornicione) was comically large - almost half of each slice was just bread with no toppings. This ratio of crust to actual pizza was way off and made for a disappointing experience.
Perfect for big groups,2024-03-07,5,"We had a party of 12 and they accommodated us perfectly. Their 20-inch shareable pizzas are great for groups, and they were happy to do half-and-half toppings to please everyone. Service was impressively coordinated."
Bland sauce needs work,2023-05-04,3,"The crust had a nice texture and the toppings were fine, but the sauce lacked any personality - no hint of herbs, garlic, or even salt. Since sauce is the foundation of a good pizza, this was disappointing."
Perfect ingredient distribution,2023-06-11,5,"Every bite had the perfect combination of ingredients - no barren spots, no overwhelming clumps. The toppings were distributed with such precision it almost seemed measured. The mark of true professionals!"
Lackluster veggie options,2023-09-01,3,"Their vegetable toppings lacked freshness and flavor - the mushrooms were clearly canned, the peppers were soft and faded, and the onions were sparse. Disappointing for a place that advertises farm-fresh ingredients."
Magnificent flavor layering,2023-07-10,5,"The thoughtful layering of ingredients creates a perfect progression of flavors - the spicy soppressata reveals the sweetness of the roasted red peppers, which contrasts with the brininess of the olives. Every bite is a journey."
Supreme quality control,2023-10-10,5,"Visited multiple times and the consistency is impressive - every pizza comes out identical to the last one, with the same excellent quality. Shows serious commitment to training and standards that's rare in casual dining."
Masterclass in proper baking,2025-03-26,5,"Watching the pizzaiolo work the oven is like watching an artist - constantly rotating pizzas, adjusting their position based on hot spots, and pulling each one at precisely the right moment. This attention to the baking process makes all the difference."
Ideal char-to-chew ratio,2023-07-04,5,The small charred bubbles on the crust add amazing flavor without dominating. They've mastered that balance between the slight bitterness of char and the natural sweetness of the dough. Technical perfection!
Absurdly small slices,2023-11-19,2,"Their 8-slice large pizza had slices so small they were almost comical - two bites and they're gone. For the price charged, the portion size is simply unacceptable. Felt like a ripoff."
Excellent customer service,2025-04-10,5,"Made a mistake on my online order and called the restaurant in a panic. They were so accommodating - halted production on the wrong pizza, made the correction, and even threw in free garlic knots for the trouble."
Authentic Italian experience,2024-05-24,5,"This place reminds me of the pizzerias in Naples. Their wood-fired Margherita pizza has that perfect char, fresh basil, and buffalo mozzarella that melts in your mouth. The owner even came out to chat with us about Italy."
Outstanding wood-fired perfection,2024-09-26,5,The wood-fired oven gives their pizza a distinctive smoky complexity you can't get any other way. The slight char adds bitterness that balances the sweetness of the sauce perfectly. Worth seeking out for this unique flavor profile.
Outstanding variety of options,2024-12-18,5,"Their menu has something for everyone - traditional options done well, creative specialties, and customizable choices. Even have dessert pizzas that are surprisingly good (try the Nutella and banana!)."
Pizza arrived upside-down,2023-05-01,1,Delivery driver must have taken a sharp turn because our pizza arrived completely flipped over in the box - all toppings stuck to the lid. Restaurant offered no solution other than suggesting we 'scrape it off and reassemble it.'
Excellent wine pairings,2025-02-27,5,"Their curated wine list is designed specifically to pair with their pizzas, and the staff is knowledgeable about suggesting the perfect match. The house red with their sausage pizza is a transcendent combination."
Bland sauce needs work,2024-12-03,3,"The crust had a nice texture and the toppings were fine, but the sauce lacked any personality - no hint of herbs, garlic, or even salt. Since sauce is the foundation of a good pizza, this was disappointing."
Creative seasonal specials,2024-06-29,5,"Just had their spring special with asparagus, lemon ricotta, and prosciutto. The combination was bright, fresh, and perfect for the season. Love that they use local, seasonal ingredients."
Pizza arrived upside-down,2024-01-27,1,Delivery driver must have taken a sharp turn because our pizza arrived completely flipped over in the box - all toppings stuck to the lid. Restaurant offered no solution other than suggesting we 'scrape it off and reassemble it.'
Pizza barely survived the drive home,2024-09-13,2,"Ordered takeout and by the time I got home (15 minutes), the pizza was a soggy mess. They clearly don't use appropriate packaging for takeout - no vents to release steam means the crust steams itself into sogginess."
Rude staff ruined the meal,2024-09-15,2,"The pizza itself was decent, but the counter staff was incredibly rude - sighing when I asked questions about ingredients, rushing my order, and actually rolling their eyes when I requested extra napkins."
Absurdly small slices,2023-06-22,2,"Their 8-slice large pizza had slices so small they were almost comical - two bites and they're gone. For the price charged, the portion size is simply unacceptable. Felt like a ripoff."
Weird aftertaste,2023-07-04,2,"Everything seemed fine at first bite, but there was a strange metallic aftertaste that became more pronounced as I continued eating. Not sure if it was the sauce or something in their water for the dough."
Exceptional sauce-making technique,2024-04-08,5,"You can tell their sauce is made with properly hand-crushed tomatoes - it has that perfect texture with small chunks rather than being completely smooth. The bright flavor suggests minimal cooking, allowing the tomato quality to shine."
Creative seasonal specials,2024-09-18,5,"Just had their spring special with asparagus, lemon ricotta, and prosciutto. The combination was bright, fresh, and perfect for the season. Love that they use local, seasonal ingredients."
Brilliant buffalo chicken pizza,2024-01-21,5,"Their buffalo chicken pizza balances spicy and creamy perfectly - the chicken is actually high-quality and juicy (not the dry cubes many places use), and the blue cheese is distributed perfectly for balanced bites."
Perfect temperature every time,2023-11-07,5,"However they do it, their pizza always arrives at the perfect temperature - hot enough that the cheese is still stretchy but not so hot that it burns your mouth. Consistently excellent, even on busy nights."
Way too much crust,2025-02-21,2,The edge crust (cornicione) was comically large - almost half of each slice was just bread with no toppings. This ratio of crust to actual pizza was way off and made for a disappointing experience.
Pizza barely survived the drive home,2023-08-13,2,"Ordered takeout and by the time I got home (15 minutes), the pizza was a soggy mess. They clearly don't use appropriate packaging for takeout - no vents to release steam means the crust steams itself into sogginess."
Not worth the wait,2024-09-24,3,"90-minute wait on a Thursday night with no option to call ahead. The pizza was good when we finally got it, but nothing special enough to justify such a long wait. Many comparable options with better systems."
Toppings slide right off,2024-03-25,2,The ratio of sauce to cheese was so off that all the toppings slid off with the first bite. Ended up eating what was essentially dough with sauce while the cheese and toppings formed a pile on my plate.
Suspiciously uniform toppings,2024-06-20,3,"All the vegetable toppings were cut in precisely identical shapes and sizes, suggesting they came pre-cut from a food service provider rather than being prepared fresh in-house as claimed. Tasted fine but felt deceived by the marketing."
Excellence in simplicity,2023-02-05,5,"Their classic Margherita showcases their commitment to quality - the balance of sweet-acidic tomato sauce, creamy fresh mozzarella, fragrant basil, and that perfectly chewy-crisp crust. Proof that simple can be sublime."
Too much emphasis on appearance,2023-03-06,3,"The pizza was clearly designed to look good in photos - perfect symmetry, vibrant colors, photogenic cheese pull - but the flavor was underwhelming. Style over substance for the Instagram crowd."
Way too much crust,2023-09-25,2,The edge crust (cornicione) was comically large - almost half of each slice was just bread with no toppings. This ratio of crust to actual pizza was way off and made for a disappointing experience.
Terrible delivery experience,2024-09-23,1,"Ordered for Valentine's Day and regretted it. Pizza took 2 hours to arrive, was cold, and had the wrong toppings. Called the restaurant and they seemed completely unconcerned. Never again."
Excellent for takeout,2025-02-10,4,"Their pizza travels remarkably well. Even after a 20-minute drive home, the crust was still crispy and everything was at the perfect temperature. They have their packaging technique down to a science."
Great gluten-free option,2025-06-03,4,"As someone with celiac disease, finding good gluten-free pizza is a challenge. Their cauliflower crust was one of the best I've had - doesn't fall apart and has a nice flavor. Toppings were generous too."
Disappointed with service,2024-09-27,2,"While the pizza itself was decent, we waited over an hour for delivery despite being told it would be 30 minutes. When it finally arrived, it was barely warm. The flavors were good but the experience ruined it."
All style no substance,2025-01-17,3,"The restaurant looks trendy and their branding is cool, but the pizza itself is just average. Seems like they invested more in Instagram-worthy décor than in developing a distinctive, delicious product."
Righteous ranch drizzle,2024-04-26,5,Their house-made ranch drizzle takes their pizzas to another level. It's not your typical ranch - has hints of dill and garlic with a perfect consistency that adds creaminess without making things soggy.
Rude staff ruined the meal,2023-07-25,2,"The pizza itself was decent, but the counter staff was incredibly rude - sighing when I asked questions about ingredients, rushing my order, and actually rolling their eyes when I requested extra napkins."
Undercooked in the middle,2024-08-02,2,"The edges of the pizza were fine, but the middle was doughy and undercooked. The toppings were sliding off the soggy center. When I mentioned it, they just said that's how their pizza is supposed to be."
Spicy special was too much,2024-04-26,2,Their 'Firebreather' pizza should come with a warning label. It wasn't enjoyably spicy - it was painfully hot to the point where I couldn't taste anything else. Had to throw most of it away.
Perfect for dietary restrictions,2024-12-30,5,"As someone with multiple food allergies, I appreciate that they take dietary concerns seriously. Their allergen matrix is comprehensive, staff is knowledgeable, and they have proper protocols to prevent cross-contamination. Finally can enjoy pizza safely!"
Sauce like ketchup,2023-05-11,2,"The sauce was suspiciously sweet and one-dimensional, reminiscent of ketchup rather than a proper pizza sauce. No evidence of herbs, garlic, or any complexity. Ruined what otherwise could have been a decent pizza."
Perfect NY-style slices,2024-05-23,5,"As a transplant from NYC, I've been searching for authentic NY-style pizza. This place nails it - thin, foldable slices with the right amount of chew and grease. Their plain cheese slice is perfection."
Inconsistent quality,2024-03-18,3,I've been here three times. First visit: amazing. Second: terrible. Third: just okay. Seems like it really depends on who's working that day. Wish they could maintain better quality control.
Superior ingredients make the difference,2023-05-01,5,"They import their flour from Italy, use San Marzano tomatoes, and make their mozzarella in-house daily. The commitment to quality ingredients is evident in every bite - nothing is an afterthought."
Undercooked in the middle,2024-04-13,2,"The edges of the pizza were fine, but the middle was doughy and undercooked. The toppings were sliding off the soggy center. When I mentioned it, they just said that's how their pizza is supposed to be."
Brilliant buffalo chicken pizza,2023-07-02,5,"Their buffalo chicken pizza balances spicy and creamy perfectly - the chicken is actually high-quality and juicy (not the dry cubes many places use), and the blue cheese is distributed perfectly for balanced bites."
False advertising on size,2023-12-15,2,"Their menu clearly states that a large pizza is 16 inches, but what we received couldn't have been more than 14 inches. When questioned, they claimed their menu was outdated but refused any adjustment."
Sauce had an odd chemical taste,2025-06-25,2,The sauce had a strange artificial flavor - almost like they used sauce mix rather than real tomatoes. Had an unpleasant chemical aftertaste that lingered long after eating. Very disappointing.
Excellent for takeout,2024-06-06,4,"Their pizza travels remarkably well. Even after a 20-minute drive home, the crust was still crispy and everything was at the perfect temperature. They have their packaging technique down to a science."
Too greasy to enjoy,2023-06-14,2,"Had to literally blot my pizza with napkins, which came away completely saturated with grease. Whatever flavor might have been there was drowned in oil. Couldn't finish it as it was making me feel ill."
Excellent beer pairing suggestions,2023-10-17,5,"Not only is their pizza excellent (try the fig and prosciutto!), but the staff is knowledgeable about their craft beer selection and can suggest the perfect pairing for whatever pizza you order."
Excellent wine pairings,2023-06-30,5,"Their curated wine list is designed specifically to pair with their pizzas, and the staff is knowledgeable about suggesting the perfect match. The house red with their sausage pizza is a transcendent combination."
Brilliant buffalo chicken pizza,2024-02-04,5,"Their buffalo chicken pizza balances spicy and creamy perfectly - the chicken is actually high-quality and juicy (not the dry cubes many places use), and the blue cheese is distributed perfectly for balanced bites."
No flavor distinction,2023-05-03,3,Ordered two completely different specialty pizzas but they somehow tasted nearly identical. It's like they use the same base for everything and the toppings don't impart enough distinctive character.
Perfect for large parties,2023-04-21,5,"Their party package is fantastic - multiple 18-inch pizzas with varied toppings, plenty of sides, and they were accommodating with our group of 20. Everything arrived hot and on time, and they included all the necessary paper goods."
Toppings slide right off,2025-03-09,2,The ratio of sauce to cheese was so off that all the toppings slid off with the first bite. Ended up eating what was essentially dough with sauce while the cheese and toppings formed a pile on my plate.
Overpriced for what you get,2023-01-28,3,"$24 for a medium pizza with just two toppings seems excessive. The ingredients were fresh and the crust was good, but nothing justified the premium price. There are better values elsewhere in town."
Pizza barely survived the drive home,2023-08-08,2,"Ordered takeout and by the time I got home (15 minutes), the pizza was a soggy mess. They clearly don't use appropriate packaging for takeout - no vents to release steam means the crust steams itself into sogginess."
Overpriced for what you get,2025-06-04,3,"$24 for a medium pizza with just two toppings seems excessive. The ingredients were fresh and the crust was good, but nothing justified the premium price. There are better values elsewhere in town."
Refrigerated dough taste,2023-12-19,2,"The crust had that distinctive 'refrigerator' taste that comes from dough that's been sitting around too long. Fresh dough has a sweet, yeasty flavor - this had none of that. Clearly not made fresh daily as advertised."
Perfect balance of herbs in the sauce,2023-09-21,5,"Their sauce has a complex herb profile that evolves as you eat - initial notes of basil give way to oregano, with subtle garlic and a hint of fennel in the finish. Clearly made by someone who understands flavor development."
Incredible vodka sauce base,2024-07-13,5,"Their vodka sauce pizza with fresh mozzarella and basil is something special. The creamy, slightly spicy sauce is a perfect alternative to traditional tomato sauce. Add prosciutto for an extra flavor dimension!"
Fresh ingredients make the difference,2023-12-11,5,"You can taste the difference in their sauce - clearly made from fresh tomatoes, not canned. Same with their vegetable toppings - all crisp and fresh. Makes other pizza places seem processed in comparison."
